# -*-sh-*-
# Created based on data from
#  "Measurement of the inclusive jet cross section in pp(bar) collisions at sqrt(s) = 1.96 TeV"
#   by D0 collaboration,
#   http://www-d0.fnal.gov/Run2Physics/WWW/results/final/QCD/Q08A 
#
# Predictions using FastNLO table from 
#   http://projects.hepforge.org/~fastnlo/code/src/fnt2009midp.tab.gz
#
# Measured inclusive jet differential cross section as a function of PT for 
# the absolute rapidity range 0.0 to 2.0 with the cone radius R = 0.7: 
#
#Description of systematic sources:
# Source    Description
# ------    ----------- 
# duncorr   Uncorrelated uncertainty                
# dsys001   EM energy scale                         
# dsys002   Photon energy scale                     
# dsys003   High p_{T} extrapolation                
# dsys004   #eta-intercalibration                   
# dsys005   Detector showering                      
# dsys006   Luminosity                              
# dsys007   #eta-intercalibration                   
# dsys008   #eta-intercalibration                   
# dsys009   #eta-intercalibration                   
# dsys010   JES resolution bias                     
# dsys011   Resolution method                       
# dsys012   Non-Gaussian tails                      
# dsys013   Zero-suppression                        
# dsys014   Resolution                              
# dsys015   #eta-intercalibration fit               
# dsys016   JES MPF bias                            
# dsys017   JES MPF bias                            
# dsys018   Rapidity unfolding                      
# dsys019   Trigger matching                        
# dsys020   Dijet response fit                      
# dsys021   Dijet response fit                      
# dsys022   Trigger matching                        
# dsys023   CC response fit      
#
# Prepared for Alpos by D. Britzger
#   open question: stat. correlations missing.
#
#

##########################################################
#  General parameters of this dataset
##########################################################
AlposName			"bla-33"  # A unique alpos name
Description		  	"D0 inclusive jets Run-II"
Reference			"Phys.Rev.Lett. 101 (2008) 062001"  # 


##########################################################
#  fastNLO parameters, specific to this dataset
#  not specified parameters are taken from default as
#  specified in the global steering file
##########################################################
# --- TheoryFunction: 'fastNLO' ---
Filename			theoryfiles/fnt2009midp_cv21_I779574.tab
Units				1      # 0: absoluteUnits, 1: PublicationUnits
MuRFuncForm			0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean
MuFFuncForm		        0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean


##########################################################
#  Data table 
#  
#  Necessary keys are:
#   + ErrorSet           (Specifies the 'set' of error, which may correlated to other data sets)
#   + Data		 (the data table, bin boundaries, and errors)
#   + Errors		 (specify the used errors, and its nature)
#   + TheoryFactors     (multiplicative factors to be applied on theory) 
#   + TheoryErrors	 (additional errors on the theory [as sepcified in 'Data'])
# 
##########################################################


Data {{
EtaBin  PubFit  ymin    ymax    pt1    pt2       NPCorr     Sigma           stat            had 	 ue       totnp(\%)  duncu duncd   s01u s01d   s02u s02d    s03u s03d    s04u s04d    s05u s05d    s06u s06d    s07u s07d    s08u s08d    s09u s09d    s10u s10d    s11u s11d    s12u s12d    s13u s13d    s14u s14d    s15u s15d    s16u s16d    s17u s17d   s18u s18d    s19u s19d    s20u s20d    s21u s21d    s22u s22d    s23u s23d     
1	0	0.0     0.4     160	180    	1.034		21.31           0.3         -5.6	 +9.6	   +3.4       +0.5 -0.5    +3.0 -2.9    +3.2 -3.2    +0.6 -0.6    +0.0 +0.0    +3.2 -3.1    +6.5 -5.8    +0.6 -0.6    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.2 -0.2    +0.1 -0.1    +2.0 -2.0    +0.6 -0.6    +0.0 +0.0    +1.6 -1.6    +0.0 +0.0   +0.0 -0.0    +0.7 -0.7    -1.9 +1.9    +0.7 -0.7    +0.0 +0.0    -0.4 +0.4      
1	0	0.0     0.4     180	200    	1.031		9.81            0.4         -5.0	 +8.6	   +3.1       +0.5 -0.5    +3.1 -3.0    +3.5 -3.4    +0.9 -0.9    +0.0 +0.0    +3.3 -3.2    +6.5 -5.8    +0.6 -0.6    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.9 -1.8    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0   +0.0 -0.0    +0.7 -0.7    -1.7 +1.7    +0.5 -0.5    +0.0 +0.0    -0.4 +0.4      
1	0	0.0     0.4     200	220    	1.029		4.719           0.5         -4.6	 +7.8	   +2.9       +0.5 -0.5    +3.2 -3.1    +3.7 -3.7    +1.2 -1.2    +0.0 +0.0    +3.5 -3.4    +6.5 -5.8    +0.6 -0.6    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.7 -1.7    +0.6 -0.6    +0.0 +0.0    +1.7 -1.7    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    -1.4 +1.4    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3      
1	0	0.0     0.4     220	240    	1.027		2.417           0.6         -4.3	 +7.3	   +2.7       +0.5 -0.5    +3.3 -3.2    +4.0 -3.9    +1.4 -1.4    +0.0 +0.0    +3.6 -3.5    +6.5 -5.8    +0.6 -0.6    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.6 -1.6    +0.6 -0.6    +0.0 +0.0    +1.8 -1.8    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    -1.2 +1.2    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3      
1	0	0.0     0.4     240	265    	1.026		1.177           0.8         -4.0	 +6.9	   +2.6       +0.6 -0.6    +3.5 -3.4    +4.3 -4.2    +1.8 -1.7    +0.0 +0.0    +3.8 -3.7    +6.5 -5.8    +0.5 -0.5    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.5 -1.5    +0.6 -0.6    +0.0 +0.0    +1.9 -1.9    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    -0.9 +0.9    +0.4 -0.4    +0.0 +0.0    -0.2 +0.2      
1	0	0.0     0.4     265	295    	1.025		0.5084          1.1         -3.8	 +6.5	   +2.5       +0.6 -0.6    +3.7 -3.6    +4.7 -4.6    +2.2 -2.1    +0.0 +0.0    +4.0 -3.9    +6.5 -5.8    +0.4 -0.4    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.4 -1.4    +0.7 -0.7    +0.0 +0.0    +2.0 -2.0    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    -0.6 +0.6    +0.5 -0.5    +0.0 +0.0    -0.1 +0.1      	
1	0	0.0     0.4     295	325    	1.024		0.2097          1.8         -3.6	 +6.3	   +2.4       +0.7 -0.7    +3.9 -3.8    +5.2 -5.0    +2.7 -2.6    +0.0 +0.0    +4.3 -4.2    +6.5 -5.8    +0.3 -0.3    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.4 -1.3    +0.7 -0.7    +0.0 +0.0    +2.1 -2.1    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    -0.2 +0.2    +0.6 -0.6    +0.0 +0.0    +0.1 -0.1      	
1	0	0.0     0.4     325	360    	1.024		0.08189         2.6         -3.5	 +6.1	   +2.4       +0.8 -0.8    +4.2 -4.1    +5.7 -5.5    +3.2 -3.1    +0.0 +0.0    +4.6 -4.5    +6.5 -5.8    +0.2 -0.2    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.3 -1.3    +0.8 -0.8    +0.0 +0.0    +2.3 -2.3    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +0.1 -0.1    +0.7 -0.7    +0.0 +0.0    +0.3 -0.3      
1	0	0.0     0.4     360	400    	1.024		0.02909         4.1         -3.4	 +6.0	   +2.4       +1.0 -1.0    +4.6 -4.4    +6.4 -6.2    +4.0 -3.9    +0.0 +0.0    +5.0 -4.8    +6.5 -5.8    +0.3 -0.3    +0.0 +0.0    +0.0 +0.0    +0.6 -0.6    +0.1 -0.1    +0.1 -0.1    +1.2 -1.2    +0.9 -0.9    +0.0 +0.0    +2.6 -2.6    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +0.5 -0.5    +0.8 -0.8    +0.0 +0.0    +0.5 -0.5      	
1	0	0.0     0.4     400	445    	1.023		0.009915        6.6         -3.3	 +5.9	   +2.3       +1.2 -1.2    +5.1 -4.9    +7.4 -7.1    +5.0 -4.8    +0.0 +0.0    +5.4 -5.3    +6.5 -5.8    +0.5 -0.5    +0.0 +0.0    +0.0 +0.0    +0.7 -0.7    +0.2 -0.2    +0.1 -0.1    +1.2 -1.2    +1.1 -1.1    +0.0 +0.0    +3.0 -3.0    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +0.9 -0.9    +0.9 -0.9    +0.0 +0.0    +0.9 -0.9      
1	0	0.0     0.4     445	490    	1.023		0.003032        11.8        -3.3	 +5.8	   +2.3       +1.5 -1.5    +5.8 -5.5    +8.6 -8.1    +6.2 -5.9    +0.0 +0.0    +6.0 -5.8    +6.5 -5.8    +0.8 -0.8    +0.0 +0.0    +0.0 +0.0    +0.8 -0.8    +0.2 -0.2    +0.1 -0.1    +1.2 -1.2    +1.3 -1.3    +0.0 +0.0    +3.5 -3.4    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +1.2 -1.2    +1.0 -1.0    +0.0 +0.0    +1.4 -1.4      
1	0	0.0     0.4     490	540    	1.023		0.0005925       25.8        -3.3	 +5.8	   +2.3       +2.0 -2.1    +6.6 -6.2    +10.0 -9.5   +7.8 -7.3    +0.0 +0.0    +6.8 -6.5    +6.5 -5.8    +1.3 -1.3    +0.0 +0.0    +0.0 +0.0    +0.9 -0.9    +0.2 -0.2    +0.1 -0.1    +1.3 -1.3    +1.7 -1.7    +0.0 +0.0    +4.2 -4.1    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +1.4 -1.4    +1.1 -1.1    +0.0 +0.0    +2.1 -2.1      
1	0	0.0     0.4     540	665    	1.023		8.917e-05       40.8        -3.3	 +5.8	   +2.3       +3.0 -3.1    +8.0 -7.4    +12.5 -11.7  +10.6 -9.6   +0.0 +0.0    +8.0 -7.6    +6.5 -5.8    +1.5 -1.5    +0.0 +0.0    +0.0 +0.0    +1.0 -1.0    +0.2 -0.2    +0.1 -0.1    +1.5 -1.4    +2.4 -2.4    +0.0 +0.0    +5.5 -5.4    +0.0 +0.0   +0.0 -0.0    +0.9 -0.9    +1.5 -1.5    +1.2 -1.2    +0.0 +0.0    +3.3 -3.2      
					                   
2	1	0.4     0.8     50	60     	1.119		2.157e+04       0.8         -14.3	 +30.6     +11.9   +1.2 -1.2    +2.7 -2.6    +1.9 -1.9    +0.0 +0.0    +0.0 +0.0    +3.1 -3.1    +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.9 -1.9    -1.2 +1.2    +0.5 -0.4    +4.1 -4.0    +1.2 -1.2    +0.5 -0.5    +3.1 -2.9    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    +0.8 -0.8    +5.4 -5.2    +2.1 -2.1    -0.1 +0.1         
2	1	0.4     0.8     60	70     	1.102		8106            0.3         -12.8	 +26.4     +10.2   +0.9 -0.9    +2.7 -2.6    +2.1 -2.1    +0.0 +0.0    +0.0 +0.0    +2.9 -2.8    +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.6 -1.6    -1.0 +1.0    +0.3 -0.2    +3.8 -3.7    +1.1 -1.1    +0.5 -0.5    +2.7 -2.6    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -0.4 +0.4    +4.3 -4.2    +1.4 -1.4    -0.2 +0.2        
2	1	0.4     0.8     70	80     	1.089		3471            0.5         -11.6	 +23.1     +8.9    +0.8 -0.8    +2.7 -2.6    +2.2 -2.2    +0.0 +0.0    +0.0 +0.0    +2.9 -2.8    +6.5 -5.8    +2.6 -2.5    +0.0 +0.0    +0.0 +0.0    +1.4 -1.4    -0.8 +0.8    +0.2 -0.1    +3.5 -3.4    +1.0 -1.0    +0.4 -0.4    +2.4 -2.3    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -1.2 +1.2    +3.5 -3.4    +1.4 -1.4    -0.3 +0.3        
2	1	0.4     0.8     80	90     	1.077		1611            0.7         -10.5	 +20.3     +7.7    +0.7 -0.7    +2.7 -2.7    +2.4 -2.3    -0.1 +0.1    +0.0 +0.0    +2.8 -2.8    +6.5 -5.8    +2.6 -2.6    +0.0 +0.0    +0.0 +0.0    +1.3 -1.3    -0.7 +0.6    +0.2 -0.1    +3.3 -3.2    +0.9 -0.9    +0.4 -0.4    +2.2 -2.1    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -1.6 +1.7    +2.8 -2.8    +1.4 -1.4    -0.3 +0.3        
2	1	0.4     0.8     90	100    	1.068		799.8           1.0         -9.5	 +18.0     +6.8    +0.7 -0.7    +2.8 -2.7    +2.5 -2.5    -0.1 +0.1    +0.0 +0.0    +2.9 -2.8    +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +1.2 -1.2    -0.5 +0.5    +0.2 -0.1    +3.1 -3.0    +0.8 -0.8    +0.4 -0.4    +2.0 -2.0    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -1.9 +2.0    +2.3 -2.3    +1.4 -1.4    -0.4 +0.4        
2	1	0.4     0.8     100	110    	1.06		435.3           0.4         -8.7	 +16.1     +6.0    +0.6 -0.6    +2.8 -2.7    +2.7 -2.6    +0.0 -0.0    +0.0 +0.0    +2.9 -2.9    +6.5 -5.8    +2.7 -2.6    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.5 +0.4    +0.2 -0.1    +2.9 -2.8    +0.8 -0.8    +0.4 -0.4    +1.9 -1.8    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -2.1 +2.1    +1.9 -1.9    +1.0 -1.0    -0.4 +0.4        
2	1	0.4     0.8     110	120    	1.054		241.5           0.6         -8.0	 +14.5     +5.4    +0.6 -0.6    +2.8 -2.7    +2.8 -2.7    +0.2 -0.2    +0.0 +0.0    +3.0 -2.9    +6.5 -5.8    +2.8 -2.7    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.4 +0.4    +0.2 -0.1    +2.7 -2.7    +0.8 -0.8    +0.4 -0.4    +1.8 -1.7    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -2.2 +2.2    +1.6 -1.6    +1.0 -1.0    -0.4 +0.4        
2	0	0.4     0.8     120	130    	1.048		140.9           0.4         -7.4	 +13.2     +4.8    +0.6 -0.6    +2.9 -2.8    +2.9 -2.9    +0.3 -0.3    +0.0 +0.0    +3.1 -3.0    +6.5 -5.8    +2.8 -2.7    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.3 +0.3    +0.2 -0.1    +2.6 -2.5    +0.7 -0.7    +0.4 -0.4    +1.7 -1.6    +0.0 +0.0    +0.0 -0.0    +0.2 -0.2    -2.2 +2.2    +1.3 -1.3    +0.0 +0.0    -0.4 +0.4        
2	0	0.4     0.8     130	145    	1.043		76.38           0.4         -6.8	 +11.9     +4.3    +0.6 -0.6    +2.9 -2.8    +3.1 -3.0    +0.5 -0.5    +0.0 +0.0    +3.1 -3.1    +6.5 -5.8    +2.9 -2.8    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.3 +0.3    +0.2 -0.2    +2.4 -2.4    +0.7 -0.7    +0.4 -0.4    +1.6 -1.5    +0.0 +0.0    +0.0 -0.0    +0.5 -0.5    -2.2 +2.2    +1.1 -1.1    +0.0 +0.0    -0.4 +0.4        
2	0	0.4     0.8     145	160    	1.038		38.05           0.6         -6.1	 +10.6     +3.8    +0.6 -0.6    +3.0 -2.9    +3.3 -3.2    +0.7 -0.7    +0.0 +0.0    +3.3 -3.2    +6.5 -5.8    +3.0 -2.9    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.2 +0.2    +0.2 -0.1    +2.3 -2.3    +0.7 -0.7    +0.4 -0.4    +1.5 -1.5    +0.0 +0.0    +0.0 -0.0    +0.5 -0.5    -2.1 +2.1    +0.8 -0.8    +0.0 +0.0    -0.4 +0.4        
2	0	0.4     0.8     160	180    	1.034		18.11           0.3         -5.5	 +9.5	   +3.4    +0.6 -0.6    +3.1 -3.0    +3.5 -3.4    +1.0 -1.0    +0.0 +0.0    +3.4 -3.3    +6.5 -5.8    +3.1 -3.0    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.1 +0.1    +0.2 -0.1    +2.1 -2.1    +0.7 -0.7    +0.4 -0.4    +1.6 -1.5    +0.0 +0.0    +0.0 -0.0    +0.7 -0.7    -1.9 +2.0    +0.6 -0.6    +0.0 +0.0    -0.4 +0.4        
2	0	0.4     0.8     180	200    	1.031		8.105           0.4         -5.0	 +8.5	   +3.1    +0.6 -0.6    +3.2 -3.1    +3.8 -3.7    +1.3 -1.3    +0.0 +0.0    +3.6 -3.5    +6.5 -5.8    +3.2 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    -0.0 +0.0    +0.2 -0.1    +2.0 -2.0    +0.7 -0.7    +0.4 -0.4    +1.6 -1.6    +0.0 +0.0    +0.0 -0.0    +0.7 -0.7    -1.7 +1.7    +0.4 -0.4    +0.0 +0.0    -0.4 +0.4        
2	0	0.4     0.8     200	220    	1.028		3.779           0.5         -4.6	 +7.8	   +2.8    +0.6 -0.6    +3.4 -3.3    +4.1 -4.0    +1.6 -1.6    +0.0 +0.0    +3.7 -3.7    +6.5 -5.8    +3.2 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    +0.0 -0.0    +0.2 -0.1    +1.9 -1.9    +0.7 -0.7    +0.4 -0.4    +1.7 -1.7    +0.0 +0.0    +0.0 -0.0    +0.9 -0.9    -1.5 +1.5    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3        
2	0	0.4     0.8     220	240    	1.027		1.853           0.7         -4.3	 +7.3	   +2.7    +0.7 -0.7    +3.5 -3.4    +4.4 -4.3    +1.9 -1.9    +0.0 +0.0    +3.9 -3.8    +6.5 -5.8    +3.3 -3.1    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    +0.1 -0.1    +0.1 -0.1    +1.8 -1.8    +0.8 -0.8    +0.4 -0.4    +1.8 -1.8    +0.0 +0.0    +0.0 -0.0    +0.9 -0.9    -1.2 +1.2    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3        
2	0	0.4     0.8     240	265    	1.025		0.8718          0.9         -4.1	 +6.9	   +2.5    +0.7 -0.7    +3.7 -3.6    +4.8 -4.6    +2.3 -2.2    +0.0 +0.0    +4.2 -4.1    +6.5 -5.8    +3.3 -3.2    +0.0 +0.0    +0.0 +0.0    +1.2 -1.2    +0.2 -0.2    +0.1 -0.1    +1.7 -1.7    +0.8 -0.8    +0.5 -0.5    +1.9 -1.9    +0.0 +0.0    +0.0 -0.0    +0.9 -0.9    -0.9 +0.9    +0.4 -0.4    +0.0 +0.0    -0.2 +0.2        
