   8000  0.2500  0.3151   6.1189e-04   20.51    6.14   21.41    4.71    4.11    2.56    0.00    1.03    1.54   -0.00    0.10    1.50    1.00    1.42     24.0     19.0    0.1  1.255   4.8749e-04   83.7   45.9   50.4   2.3 1.5
   8000  0.4000  0.1969   7.9181e-05   58.29    9.57   59.07    8.09    7.81    4.15    0.00    2.13    0.68   -0.00    0.10    1.50    1.00    1.08      3.0      4.7    0.0  0.627   1.2634e-04   56.2   61.0   48.4   2.3 1.5
  15000  0.2500  0.5907   7.2138e-05   45.95    9.40   46.90    7.47    6.88    4.85   -0.05    2.56    2.90   -0.00    0.10    1.50    1.00    2.28      5.0      7.8    0.1  0.627   1.1514e-04   95.2   30.7   42.1   2.3 1.5
  15000  0.4000  0.3692   3.1058e-05   45.02    9.05   45.92    7.44    6.98    4.19    0.00    2.18    1.32   -0.00    0.10    1.50    1.00    1.82      5.0      6.1    0.0  0.819   3.7901e-05  129.5   39.1   60.1   2.3 1.5
}}

Subsets { Q2 }

Cuts { }

TheoryFactors { }

ErrorSet                   "H1"
ErrorUnit                  percent

Errors {{
 ErrorName       Column           Correlation      Nature
  Stat            stat              0               P
  uncor           uncor             0               M
  V3              corVap+           1               M
  H3             corHadE+           1               M
  N3             corN+              1               M
  B2             PythSub+           1               M # B2?
  Lumi_beta_500   2.3               1               M
  L8               1.5              1               M
}}
