   3000  0.2500  0.1181   2.5858e-03   15.86    4.04   16.37    3.43    1.96    2.07    0.00    0.38   -1.23   -0.00    0.24    2.50    1.01    0.78     40.0     57.3    0.1  0.695   3.7181e-03   53.8   61.6   51.7   2.3 1.5
   5000  0.0800  0.6154   9.8406e-03   10.94    5.23   12.12    4.04    3.31    2.95    0.11    0.73    2.50   -0.05    0.34    1.50    1.00    1.42     87.0     92.7    1.7  0.920   1.0700e-02   77.5   31.8   37.5   2.3 1.5
   5000  0.1300  0.3787   6.2731e-03    9.81    4.60   10.84    3.42    2.67    2.42   -0.07    0.90    1.85   -0.04    0.10    1.50    1.00    1.15    105.0    105.1    0.5  0.994   6.3136e-03   80.9   50.1   51.2   2.3 1.5
   5000  0.2500  0.1969   1.8476e-03   13.28    4.35   13.97    3.42    2.72    1.81    0.00    0.59    0.75   -0.00    0.10    1.54    1.00    0.95     57.0     65.3    0.2  0.870   2.1229e-03   68.8   57.5   52.0   2.3 1.5
   5000  0.4000  0.1231   8.6630e-04   25.02   11.91   27.70    7.95    7.51    8.58    0.00    1.46   -7.41   -0.00    0.10    2.24    1.00    0.84     16.0      9.4    0.0  1.707   5.0745e-04   32.5   65.8   43.1   2.3 1.5
   8000  0.1300  0.6059   2.1325e-03   15.41    7.25   17.03    5.59    4.97    3.51   -0.15    1.43    2.62   -0.00    0.37    1.50    1.00    1.77     43.0     51.2    0.4  0.831   2.5650e-03   90.3   31.6   40.8   2.3 1.5
   8000  0.2500  0.3151   9.8785e-04   13.52    5.93   14.76    4.29    3.63    2.79    0.00    1.23    1.82   -0.00    0.10    1.50    1.00    1.42     55.0     56.9    0.1  0.964   1.0246e-03   94.6   46.9   56.1   2.3 1.5
   8000  0.4000  0.1969   2.9535e-04   27.79    9.62   29.41    7.94    7.66    4.51    0.00    2.61   -1.55   -0.00    0.10    1.51    1.00    1.08     13.0     11.7    0.0  1.112   2.6555e-04   52.5   62.6   47.7   2.3 1.5
  15000  0.2500  0.5907   3.0623e-04   19.01    9.74   21.37    8.10    7.56    4.52    0.11    2.01    2.87   -0.00    0.10    1.50    1.00    2.28     28.0     22.0    0.2  1.265   2.4199e-04   98.7   32.1   44.2   2.3 1.5
  15000  0.4000  0.3692   3.6146e-05   38.01    8.59   38.97    6.84    6.34    4.25    0.00    1.81    1.71   -0.00    0.10    1.50    1.00    1.82      7.0     15.3    0.0  0.454   7.9662e-05  110.8   42.4   62.5   2.3 1.5
}}

Subsets { Q2 }

Cuts { }

TheoryFactors { }

ErrorSet                   "H1"
ErrorUnit                  percent

Errors {{
 ErrorName       Column           Correlation      Nature
  Stat            stat              0               P
  uncor           uncor             0               M
  V3              corVap+           1               M
  H3             corHadE+            1               M
  N3             corN+              1               M
  B2             PythSub+           1               M # B2?                                                                                           
  Lumi_beta_500   2.3               1               M
  L9              1.5               1               M
}}

