# -*-sh-*-
# Atlas inclusive jet cross sections 2010
#
# From "Measurement of inclusive jet and dijet production 
# in pp collisions at sqrt(s)= 7 TeV using the ATLAS detector"
# by the ATLAS Collaboration.
#
# Published: arXiv:1112.6297v2
#

##########################################################
#  General parameters of this dataset
##########################################################

AlposName           "bla" # not used
Description         "ATLAS inclusive jets @ 7TeV, 2010, R04, 37 pb-1 "
Reference           "Phys.Rev. D86 (2012) 014022 [arXiv:1112.6297]"


##########################################################
#  Theory function settings
#
#  fastNLO parameters, specific to this dataset
#  not specified parameters are taken from default as
#  specified in the global steering file
##########################################################
# ----TheoryFunction: fastNLO ---
Filename			theoryfiles/fnl1016_I1082936.tab
Units				1      # 0: absoluteUnits, 1: PublicationUnits
MuRFuncForm			0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean
MuFFuncForm		        0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean


##########################################################
#  Data table 
#  
#  Necessary keys are:
#   + ErrorSet           (Specifies the 'set' of error, which may correlated to other data sets)
#   + Data		 (the data table, bin boundaries, and errors)
#   + Errors		 (specify the used errors, and its nature)
#   + TheoryFactors     (multiplicative factors to be applied on theory) 
#   + TheoryErrors	 (additional errors on the theory [as sepcified in 'Data'])
# 
##########################################################


Data {{
     "ymin"      "ymax"  "pt1"   "pt2"  "YBinSize"      "NPCorr"          "stat"         "Sigma"  "JES1_RelSys_1"  "JES1_RelSys_2"  "JES1_RelSys_3"  "JES1_RelSys_4"  "JES1_RelSys_5"  "JES1_RelSys_6"  "JES2_RelSys_7"  "JES2_RelSys_8"  "JES2_RelSys_9"  "JES2_RelSys_10"  "JES2_RelSys_11"  "JES2_RelSys_12"  "JES3_RelSys_13"  "JES3_RelSys_14"  "JES3_RelSys_15"  "JES3_RelSys_16"  "JES3_RelSys_17"  "JES3_RelSys_18"  "JES4_RelSys_19"  "JES4_RelSys_20"  "JES4_RelSys_21"  "JES4_RelSys_22"  "JES4_RelSys_23"  "JES4_RelSys_24"  "JES5_RelSys_25"  "JES5_RelSys_26"  "JES5_RelSys_27"  "JES5_RelSys_28"  "JES5_RelSys_29"  "JES5_RelSys_30"  "JES6_RelSys_31"  "JES7_RelSys_32"  "JES7_RelSys_33"  "JES7_RelSys_34"  "JES7_RelSys_35"  "JES7_RelSys_36"  "JES7_RelSys_37"  "JES8_RelSys_38"  "JES8_RelSys_39"  "JES8_RelSys_40"  "JES8_RelSys_41"  "JES8_RelSys_42"  "JES8_RelSys_43"  "JES9_RelSys_44"  "JES9_RelSys_45"  "JES9_RelSys_46"  "JES9_RelSys_47"  "JES9_RelSys_48"  "JES9_RelSys_49"  "JES10_RelSys_50"  "JES10_RelSys_51"  "JES10_RelSys_52"  "JES10_RelSys_53"  "JES10_RelSys_54"  "JES10_RelSys_55"  "JES11_RelSys_56"  "JES11_RelSys_57"  "JES11_RelSys_58"  "JES11_RelSys_59"  "JES11_RelSys_60"  "JES11_RelSys_61"  "JES12_RelSys_62"  "JES12_RelSys_63"  "JES12_RelSys_64"  "JES12_RelSys_65"  "JES12_RelSys_66"  "JES12_RelSys_67"  "JES13_RelSys_68"  "JES13_RelSys_69"  "JES13_RelSys_70"  "JES13_RelSys_71"  "JES13_RelSys_72"  "JES13_RelSys_73"  "JESPileUp_RelSys_uncorr"  "CleaningEffRelSys_uncorr"  "UnfClosureRelSys_74"  "MatchingRelSys_75"  "JERRelSys_76"  "JERRelSys_77"  "JERRelSys_78"  "JERRelSys_79"  "JERRelSys_80"  "JERRelSys_81"  "YResoRelSys_82"  "RecoEffRelSys_83"  "RecoEffRelSys_84"  "RecoEffRelSys_85"  "RecoEffRelSys_86"  "TriggerEffRelSys_uncorr"  "atlas_lumi2010"  
       0.0         0.3    400      500        0.6       0.998417        2.022417        1.334305         0.000114         0.000000         0.000000         0.000000         0.000000         0.000000         0.762275         0.000000         0.000000          0.000000          0.000000          0.000000          0.337782          0.000000          0.000000          0.000000          0.000000          0.000000          2.028686          0.000000          0.000000          0.000000          0.000000          0.000000          2.190778          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.518179          0.000000          0.000000          0.000000          0.000000          0.000000          0.717112          0.000000          0.000000          0.000000          0.000000          0.000000          6.691289          0.000000          0.000000          0.000000          0.000000          0.000000           5.295769           0.000000           0.000000           0.000000           0.000000           0.000000           0.592293           0.000000           0.000000           0.000000           0.000000           0.000000           0.001217           0.000000           0.000000           0.000000           0.000000           0.000000           7.754542           0.000000           0.000000           0.000000           0.000000           0.000000                   0.237935                    0.062296               0.178965             0.001799        0.360418        0.000000        0.000000        0.000000        0.000000        0.000000          0.099592            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.0         0.3    500      600        0.6       0.999054        3.221799        0.346739         0.000015         0.000000         0.000000         0.000000         0.000000         0.000000         2.341242         0.000000         0.000000          0.000000          0.000000          0.000000          0.979151          0.000000          0.000000          0.000000          0.000000          0.000000          1.878351          0.000000          0.000000          0.000000          0.000000          0.000000          3.040882          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.642893          0.000000          0.000000          0.000000          0.000000          0.000000          0.371661          0.000000          0.000000          0.000000          0.000000          0.000000          7.152640          0.000000          0.000000          0.000000          0.000000          0.000000           6.180147           0.000000           0.000000           0.000000           0.000000           0.000000           0.594852           0.000000           0.000000           0.000000           0.000000           0.000000           0.000669           0.000000           0.000000           0.000000           0.000000           0.000000           9.561828           0.000000           0.000000           0.000000           0.000000           0.000000                   0.194974                    0.062296               0.302781             0.001604        0.719878        0.000000        0.000000        0.000000        0.000000        0.000000          0.005654            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.0         0.3    600      800        0.6       0.999793        5.732730        0.064419         0.000012         0.000000         0.000000         0.000000         0.000000         0.000000         4.228248         0.000000         0.000000          0.000000          0.000000          0.000000          3.418918          0.000000          0.000000          0.000000          0.000000          0.000000          0.794035          0.000000          0.000000          0.000000          0.000000          0.000000          2.148019          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.523398          0.000000          0.000000          0.000000          0.000000          0.000000          0.456001          0.000000          0.000000          0.000000          0.000000          0.000000          7.711323          0.000000          0.000000          0.000000          0.000000          0.000000           6.020653           0.000000           0.000000           0.000000           0.000000           0.000000           1.024027           0.000000           0.000000           0.000000           0.000000           0.000000           0.000173           0.000000           0.000000           0.000000           0.000000           0.000000          10.219520           0.000000           0.000000           0.000000           0.000000           0.000000                   0.207074                    0.359830               0.289883             0.000717        0.662775        0.000000        0.000000        0.000000        0.000000        0.000000          0.063234            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.0         0.3    800     1000        0.6       1.000536       16.740129        0.010057         0.000058         0.000000         0.000000         0.000000         0.000000         0.000000         2.972896         0.000000         0.000000          0.000000          0.000000          0.000000          5.415496          0.000000          0.000000          0.000000          0.000000          0.000000          1.077251          0.000000          0.000000          0.000000          0.000000          0.000000          1.661114          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.111395          0.000000          0.000000          0.000000          0.000000          0.000000          0.313719          0.000000          0.000000          0.000000          0.000000          0.000000          8.398955          0.000000          0.000000          0.000000          0.000000          0.000000           7.914284           0.000000           0.000000           0.000000           0.000000           0.000000           2.104646           0.000000           0.000000           0.000000           0.000000           0.000000           0.000077           0.000000           0.000000           0.000000           0.000000           0.000000          12.463016           0.000000           0.000000           0.000000           0.000000           0.000000                   0.127589                    0.359830               0.480246             0.000293        0.890179        0.000000        0.000000        0.000000        0.000000        0.000000          0.044310            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.0         0.3   1000     1200        0.6       1.001110       37.283307        0.001142         0.001896         0.000000         0.000000         0.000000         0.000000         0.000000         2.521504         0.000000         0.000000          0.000000          0.000000          0.000000          5.573932          0.000000          0.000000          0.000000          0.000000          0.000000          0.889407          0.000000          0.000000          0.000000          0.000000          0.000000          3.142666          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.967696          0.000000          0.000000          0.000000          0.000000          0.000000          0.517906          0.000000          0.000000          0.000000          0.000000          0.000000          8.778493          0.000000          0.000000          0.000000          0.000000          0.000000           8.831420           0.000000           0.000000           0.000000           0.000000           0.000000           4.913131           0.000000           0.000000           0.000000           0.000000           0.000000           0.000148           0.000000           0.000000           0.000000           0.000000           0.000000          16.250278           0.000000           0.000000           0.000000           0.000000           0.000000                   0.131529                    0.359830               0.686068             0.011458        0.407119        0.000000        0.000000        0.000000        0.000000        0.000000          0.081137            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.0         0.3   1200     1500        0.6       1.001680       58.643294        0.000400         0.032291         0.000000         0.000000         0.000000         0.000000         0.000000         2.548939         0.000000         0.000000          0.000000          0.000000          0.000000          6.382820          0.000000          0.000000          0.000000          0.000000          0.000000          1.045007          0.000000          0.000000          0.000000          0.000000          0.000000          2.688853          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.809432          0.000000          0.000000          0.000000          0.000000          0.000000          0.554831          0.000000          0.000000          0.000000          0.000000          0.000000          9.743831          0.000000          0.000000          0.000000          0.000000          0.000000          10.339628           0.000000           0.000000           0.000000           0.000000           0.000000           9.274208           0.000000           0.000000           0.000000           0.000000           0.000000           0.002449           0.000000           0.000000           0.000000           0.000000           0.000000          19.832295           0.000000           0.000000           0.000000           0.000000           0.000000                   0.104161                    0.359830               0.470573             0.046601        2.983318        0.000000        0.000000        0.000000        0.000000        0.000000          0.121571            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
                                                        
       0.3         0.8     20       30        1.0       0.984290        0.614836  4608386.714611        10.346203         0.000000         0.000000         0.000000         0.000000         0.000000         8.284777         0.000000         0.000000          0.000000          0.000000          0.000000         10.183556          0.000000          0.000000          0.000000          0.000000          0.000000          7.294799          0.000000          0.000000          0.000000          0.000000          0.000000          4.189838          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.110597          0.000000          0.000000          0.000000          0.000000          0.000000          4.321157          0.000000          0.000000          0.000000          0.000000          0.000000          4.638370          0.000000          0.000000          0.000000          0.000000          0.000000           0.007838           0.000000           0.000000           0.000000           0.000000           0.000000           0.039538           0.000000           0.000000           0.000000           0.000000           0.000000           2.923185           0.000000           0.000000           0.000000           0.000000           0.000000           0.021917           0.000000           0.000000           0.000000           0.000000           0.000000                   0.807028                    0.437548               0.075276             1.296744        3.943145        0.000000        0.000000        0.000000        0.000000        0.000000          0.210714            2.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8     30       45        1.0       0.986767        1.190999   729749.839393         4.899724         0.000000         0.000000         0.000000         0.000000         0.000000        10.746951         0.000000         0.000000          0.000000          0.000000          0.000000          6.801873          0.000000          0.000000          0.000000          0.000000          0.000000          8.782770          0.000000          0.000000          0.000000          0.000000          0.000000          2.386039          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.420743          0.000000          0.000000          0.000000          0.000000          0.000000          3.243684          0.000000          0.000000          0.000000          0.000000          0.000000          4.635442          0.000000          0.000000          0.000000          0.000000          0.000000           0.056834           0.000000           0.000000           0.000000           0.000000           0.000000           0.062956           0.000000           0.000000           0.000000           0.000000           0.000000           3.219912           0.000000           0.000000           0.000000           0.000000           0.000000           0.182475           0.000000           0.000000           0.000000           0.000000           0.000000                   0.539818                    0.352312               0.011424             0.961707        1.729318        0.000000        0.000000        0.000000        0.000000        0.000000          0.070248            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8     45       60        1.0       0.988682        2.153731   149128.038177         1.957926         0.000000         0.000000         0.000000         0.000000         0.000000         7.530414         0.000000         0.000000          0.000000          0.000000          0.000000          6.001155          0.000000          0.000000          0.000000          0.000000          0.000000          4.923795          0.000000          0.000000          0.000000          0.000000          0.000000          1.739466          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          3.176246          0.000000          0.000000          0.000000          0.000000          0.000000          1.916617          0.000000          0.000000          0.000000          0.000000          0.000000          4.364049          0.000000          0.000000          0.000000          0.000000          0.000000           0.192343           0.000000           0.000000           0.000000           0.000000           0.000000           0.337077           0.000000           0.000000           0.000000           0.000000           0.000000           2.743405           0.000000           0.000000           0.000000           0.000000           0.000000           0.258423           0.000000           0.000000           0.000000           0.000000           0.000000                   0.344122                    0.265921               0.102716             0.504271        1.233636        0.000000        0.000000        0.000000        0.000000        0.000000          0.063873            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8     60       80        1.0       0.990233        0.828316    37070.037382         0.619827         0.000000         0.000000         0.000000         0.000000         0.000000         6.170633         0.000000         0.000000          0.000000          0.000000          0.000000          5.082483          0.000000          0.000000          0.000000          0.000000          0.000000          3.946310          0.000000          0.000000          0.000000          0.000000          0.000000          2.375810          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          3.152071          0.000000          0.000000          0.000000          0.000000          0.000000          1.507797          0.000000          0.000000          0.000000          0.000000          0.000000          4.636949          0.000000          0.000000          0.000000          0.000000          0.000000           0.483673           0.000000           0.000000           0.000000           0.000000           0.000000           0.075017           0.000000           0.000000           0.000000           0.000000           0.000000           0.942305           0.000000           0.000000           0.000000           0.000000           0.000000           1.601655           0.000000           0.000000           0.000000           0.000000           0.000000                   0.357964                    0.194033               0.013280             0.094126        0.619738        0.000000        0.000000        0.000000        0.000000        0.000000          0.016482            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8     80      110        1.0       0.991802        0.555260     8352.081342         0.447613         0.000000         0.000000         0.000000         0.000000         0.000000         5.820682         0.000000         0.000000          0.000000          0.000000          0.000000          3.810304          0.000000          0.000000          0.000000          0.000000          0.000000          3.025977          0.000000          0.000000          0.000000          0.000000          0.000000          0.938913          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.837581          0.000000          0.000000          0.000000          0.000000          0.000000          1.272766          0.000000          0.000000          0.000000          0.000000          0.000000          4.753752          0.000000          0.000000          0.000000          0.000000          0.000000           1.223134           0.000000           0.000000           0.000000           0.000000           0.000000           0.338273           0.000000           0.000000           0.000000           0.000000           0.000000           0.304258           0.000000           0.000000           0.000000           0.000000           0.000000           3.693618           0.000000           0.000000           0.000000           0.000000           0.000000                   0.444990                    0.134778               0.059568             0.302446        0.680680        0.000000        0.000000        0.000000        0.000000        0.000000          0.007278            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
